CODE;SUBCODE;X;Y;Z;RFLNAAM;DIJKPAAL;Afstand Profielpunten
999;999;158456.09069;424468.27476;4.909400;AD657M40;;
999;999;158456.51839;424469.17868;4.910800;AD657M40;;
999;999;158456.94609;424470.08260;4.850500;AD657M40;;
999;999;158457.37379;424470.98652;4.805900;AD657M40;;
999;999;158457.80150;424471.89044;4.517500;AD657M40;;
999;999;158458.22920;424472.79436;4.045600;AD657M40;;
999;999;158458.65690;424473.69828;3.867100;AD657M40;;
999;999;158459.08460;424474.60220;3.615400;AD657M40;;
999;999;158459.51231;424475.50612;3.443400;AD657M40;;
999;999;158459.94001;424476.41004;3.412200;AD657M40;;
999;999;158460.36771;424477.31396;3.274200;AD657M40;;
999;999;158460.79541;424478.21788;3.170000;AD657M40;;
999;999;158461.22311;424479.12180;3.004400;AD657M40;;
999;999;158461.65082;424480.02572;2.872100;AD657M40;;
999;999;158462.07852;424480.92964;2.800200;AD657M40;;
999;999;158462.50622;424481.83356;2.713100;AD657M40;;
999;999;158462.93392;424482.73748;2.651100;AD657M40;;
999;999;158463.36163;424483.64140;2.466600;AD657M40;;
999;999;158463.78933;424484.54532;2.110900;AD657M40;;
999;999;158464.21703;424485.44924;1.931800;AD657M40;;
999;999;158464.64473;424486.35316;1.654100;AD657M40;;
999;999;158465.07243;424487.25708;1.308700;AD657M40;;
999;999;158465.50014;424488.16100;1.047200;AD657M40;;
999;999;158465.92784;424489.06492;0.929500;AD657M40;;
999;999;158466.35554;424489.96884;0.897700;AD657M40;;
999;999;158466.78324;424490.87276;0.733200;AD657M40;;
999;999;158467.21095;424491.77668;0.590600;AD657M40;;
999;999;158467.63865;424492.68060;0.500000;AD657M40;;
999;999;158468.06635;424493.58451;999999.000000;AD657M40;;
999;999;158468.49405;424494.48843;999999.000000;AD657M40;;
999;999;158468.92176;424495.39235;999999.000000;AD657M40;;
999;999;158469.34946;424496.29627;999999.000000;AD657M40;;
999;999;158469.77716;424497.20019;999999.000000;AD657M40;;
999;999;158470.20486;424498.10411;999999.000000;AD657M40;;
999;999;158470.63256;424499.00803;999999.000000;AD657M40;;
999;999;158471.06027;424499.91195;999999.000000;AD657M40;;
999;999;158471.48797;424500.81587;999999.000000;AD657M40;;
999;999;158471.91567;424501.71979;999999.000000;AD657M40;;
999;999;158472.34337;424502.62371;999999.000000;AD657M40;;
999;999;158472.77108;424503.52763;999999.000000;AD657M40;;
999;999;158473.19878;424504.43155;999999.000000;AD657M40;;
999;999;158473.62648;424505.33547;999999.000000;AD657M40;;
999;999;158474.05418;424506.23939;999999.000000;AD657M40;;
999;999;158474.48188;424507.14331;999999.000000;AD657M40;;
999;999;158474.90959;424508.04723;999999.000000;AD657M40;;
999;999;158475.33729;424508.95115;999999.000000;AD657M40;;
999;999;158475.76499;424509.85507;999999.000000;AD657M40;;
999;999;158476.19269;424510.75899;999999.000000;AD657M40;;
999;999;158476.62040;424511.66291;999999.000000;AD657M40;;
999;999;158477.04810;424512.56683;999999.000000;AD657M40;;
999;999;158477.47580;424513.47075;999999.000000;AD657M40;;
999;999;158477.90350;424514.37467;999999.000000;AD657M40;;
999;999;158478.33120;424515.27859;999999.000000;AD657M40;;
999;999;158478.75891;424516.18251;999999.000000;AD657M40;;
999;999;158479.18661;424517.08643;999999.000000;AD657M40;;
999;999;158479.61431;424517.99035;999999.000000;AD657M40;;
999;999;158480.04201;424518.89427;999999.000000;AD657M40;;
999;999;158480.46972;424519.79819;999999.000000;AD657M40;;
999;999;158196.39605;424399.19091;4.985400;AD660M00;;
999;999;158196.41573;424400.19072;4.932600;AD660M00;;
999;999;158196.43540;424401.19053;4.930000;AD660M00;;
999;999;158196.45508;424402.19033;4.930800;AD660M00;;
999;999;158196.47475;424403.19014;4.872400;AD660M00;;
999;999;158196.49442;424404.18995;4.881900;AD660M00;;
999;999;158196.51410;424405.18975;4.903200;AD660M00;;
999;999;158196.53377;424406.18956;4.900000;AD660M00;;
999;999;158196.55344;424407.18936;4.744900;AD660M00;;
999;999;158196.57312;424408.18917;4.580600;AD660M00;;
999;999;158196.59279;424409.18898;4.495000;AD660M00;;
999;999;158196.61247;424410.18878;4.416900;AD660M00;;
999;999;158196.63214;424411.18859;4.325900;AD660M00;;
999;999;158196.65181;424412.18840;4.282000;AD660M00;;
999;999;158196.67149;424413.18820;4.244600;AD660M00;;
999;999;158196.69116;424414.18801;4.236100;AD660M00;;
999;999;158196.71083;424415.18782;4.160800;AD660M00;;
999;999;158196.73051;424416.18762;4.157900;AD660M00;;
999;999;158196.75018;424417.18743;4.121800;AD660M00;;
999;999;158196.76985;424418.18724;4.213300;AD660M00;;
999;999;158196.78953;424419.18704;4.208300;AD660M00;;
999;999;158196.80920;424420.18685;4.242300;AD660M00;;
999;999;158196.82888;424421.18666;4.266600;AD660M00;;
999;999;158196.84855;424422.18646;999999.000000;AD660M00;;
999;999;158196.86822;424423.18627;4.034000;AD660M00;;
999;999;158196.88790;424424.18607;4.050000;AD660M00;;
999;999;158196.90757;424425.18588;4.176900;AD660M00;;
999;999;158196.92724;424426.18569;4.133100;AD660M00;;
999;999;158196.94692;424427.18549;4.144100;AD660M00;;
999;999;158196.96659;424428.18530;4.191700;AD660M00;;
999;999;158196.98626;424429.18511;4.247800;AD660M00;;
999;999;158197.00594;424430.18491;999999.000000;AD660M00;;
999;999;158197.02561;424431.18472;4.400000;AD660M00;;
999;999;158197.04529;424432.18453;4.310000;AD660M00;;
999;999;158197.06496;424433.18433;999999.000000;AD660M00;;
999;999;158197.08463;424434.18414;999999.000000;AD660M00;;
999;999;158197.10431;424435.18395;4.370000;AD660M00;;
999;999;158197.12398;424436.18375;4.372100;AD660M00;;
999;999;158197.14365;424437.18356;4.379600;AD660M00;;
999;999;158197.16333;424438.18336;4.388700;AD660M00;;
999;999;158197.18300;424439.18317;999999.000000;AD660M00;;
999;999;158197.20268;424440.18298;4.368700;AD660M00;;
999;999;158197.22235;424441.18278;4.314300;AD660M00;;
999;999;158197.24202;424442.18259;4.326800;AD660M00;;
999;999;158197.26170;424443.18240;4.332500;AD660M00;;
999;999;158197.28137;424444.18220;4.368700;AD660M00;;
999;999;158197.30104;424445.18201;4.397900;AD660M00;;
999;999;158197.32072;424446.18182;4.416100;AD660M00;;
999;999;158197.34039;424447.18162;4.473200;AD660M00;;
999;999;158197.36006;424448.18143;4.492900;AD660M00;;
999;999;158197.37974;424449.18124;4.519600;AD660M00;;
999;999;158197.39941;424450.18104;4.528800;AD660M00;;
999;999;158197.41909;424451.18085;4.563600;AD660M00;;
999;999;158197.43876;424452.18066;4.641300;AD660M00;;
999;999;158197.45843;424453.18046;4.609300;AD660M00;;
999;999;158197.47811;424454.18027;4.707700;AD660M00;;
999;999;158197.49778;424455.18007;4.808900;AD660M00;;
999;999;158197.51745;424456.17988;5.358100;AD660M00;;
999;999;158197.53713;424457.17969;5.711900;AD660M00;;
999;999;158197.55680;424458.17949;5.973800;AD660M00;;
999;999;158197.57647;424459.17930;6.077100;AD660M00;;
999;999;158197.59615;424460.17911;6.297600;AD660M00;;
999;999;158197.61582;424461.17891;6.394700;AD660M00;;
999;999;158197.63550;424462.17872;6.455100;AD660M00;;
999;999;158197.65517;424463.17853;999999.000000;AD660M00;;
999;999;158197.67484;424464.17833;6.490000;AD660M00;;
999;999;158197.69452;424465.17814;6.516200;AD660M00;;
999;999;158197.71419;424466.17795;6.490000;AD660M00;;
999;999;158197.73386;424467.17775;6.470600;AD660M00;;
999;999;158197.75354;424468.17756;6.536400;AD660M00;;
999;999;158197.77321;424469.17736;6.495000;AD660M00;;
999;999;158197.79289;424470.17717;6.514700;AD660M00;;
999;999;158197.81256;424471.17698;6.528900;AD660M00;;
999;999;158197.83223;424472.17678;6.552900;AD660M00;;
999;999;158197.85191;424473.17659;6.551300;AD660M00;;
999;999;158197.87158;424474.17640;6.576400;AD660M00;;
999;999;158197.89125;424475.17620;6.628500;AD660M00;;
999;999;158197.91093;424476.17601;6.679800;AD660M00;;
999;999;158197.93060;424477.17582;6.665100;AD660M00;;
999;999;158197.95027;424478.17562;6.674400;AD660M00;;
999;999;158197.96995;424479.17543;6.685500;AD660M00;;
999;999;158197.98962;424480.17524;6.860000;AD660M00;;
999;999;158198.00930;424481.17504;999999.000000;AD660M00;;
999;999;158198.02897;424482.17485;999999.000000;AD660M00;;
999;999;158198.04864;424483.17466;999999.000000;AD660M00;;
999;999;158198.06832;424484.17446;999999.000000;AD660M00;;
999;999;158198.08799;424485.17427;999999.000000;AD660M00;;
999;999;158198.10766;424486.17407;999999.000000;AD660M00;;
999;999;158198.12734;424487.17388;999999.000000;AD660M00;;
999;999;158198.14701;424488.17369;999999.000000;AD660M00;;
999;999;158198.16668;424489.17349;999999.000000;AD660M00;;
999;999;158198.18636;424490.17330;999999.000000;AD660M00;;
999;999;158198.20603;424491.17311;999999.000000;AD660M00;;
999;999;158198.22571;424492.17291;999999.000000;AD660M00;;
999;999;158198.24538;424493.17272;999999.000000;AD660M00;;
999;999;158198.26505;424494.17253;7.870900;AD660M00;;
999;999;158198.28473;424495.17233;8.349000;AD660M00;;
999;999;158198.30440;424496.17214;8.426200;AD660M00;;
999;999;158198.32407;424497.17195;8.489500;AD660M00;;
999;999;158198.34375;424498.17175;8.527900;AD660M00;;
999;999;158198.36342;424499.17156;8.521200;AD660M00;;
999;999;158198.38310;424500.17136;8.489200;AD660M00;;
999;999;158198.40277;424501.17117;8.464400;AD660M00;;
999;999;158198.42244;424502.17098;8.424300;AD660M00;;
999;999;158198.44212;424503.17078;8.118000;AD660M00;;
999;999;158198.46179;424504.17059;7.728300;AD660M00;;
999;999;158198.48146;424505.17040;7.334300;AD660M00;;
999;999;158198.50114;424506.17020;6.914200;AD660M00;;
999;999;158198.52081;424507.17001;6.519200;AD660M00;;
999;999;158198.54048;424508.16982;6.142100;AD660M00;;
999;999;158198.56016;424509.16962;5.884600;AD660M00;;
999;999;158198.57983;424510.16943;5.590600;AD660M00;;
999;999;158198.59951;424511.16924;5.340000;AD660M00;;
999;999;158198.61918;424512.16904;5.118000;AD660M00;;
999;999;158198.63885;424513.16885;4.954700;AD660M00;;
999;999;158198.65853;424514.16866;4.850500;AD660M00;;
999;999;158198.67820;424515.16846;4.886300;AD660M00;;
999;999;158198.69787;424516.16827;4.772900;AD660M00;;
999;999;158198.71755;424517.16807;4.781900;AD660M00;;
999;999;158198.73722;424518.16788;4.802700;AD660M00;;
999;999;158198.75689;424519.16769;4.699200;AD660M00;;
999;999;158198.77657;424520.16749;4.676600;AD660M00;;
999;999;158198.79624;424521.16730;4.618400;AD660M00;;
999;999;158198.81592;424522.16711;4.619800;AD660M00;;
999;999;158198.83559;424523.16691;4.598500;AD660M00;;
999;999;158198.85526;424524.16672;4.565400;AD660M00;;
999;999;158198.87494;424525.16653;4.597400;AD660M00;;
999;999;158198.89461;424526.16633;4.584600;AD660M00;;
999;999;158198.91428;424527.16614;4.618400;AD660M00;;
999;999;158198.93396;424528.16595;4.639500;AD660M00;;
999;999;158198.95363;424529.16575;4.660000;AD660M00;;
999;999;158198.97331;424530.16556;4.714700;AD660M00;;
999;999;158198.99298;424531.16537;4.709300;AD660M00;;
999;999;158199.01265;424532.16517;4.755400;AD660M00;;
999;999;158199.03233;424533.16498;4.845000;AD660M00;;
999;999;158199.05200;424534.16478;4.815400;AD660M00;;
999;999;158199.07167;424535.16459;4.826000;AD660M00;;
999;999;158199.09135;424536.16440;4.871600;AD660M00;;
999;999;158199.11102;424537.16420;4.873900;AD660M00;;
999;999;158199.13069;424538.16401;4.850800;AD660M00;;
999;999;158199.15037;424539.16382;4.887900;AD660M00;;
999;999;158199.17004;424540.16362;4.829700;AD660M00;;
999;999;158199.18972;424541.16343;4.802200;AD660M00;;
999;999;158199.20939;424542.16324;4.807900;AD660M00;;
999;999;158199.22906;424543.16304;4.864700;AD660M00;;
999;999;158199.24874;424544.16285;4.827600;AD660M00;;
999;999;158199.26841;424545.16266;4.809800;AD660M00;;
999;999;158199.28808;424546.16246;4.727300;AD660M00;;
999;999;158199.30776;424547.16227;4.744900;AD660M00;;
999;999;158199.32743;424548.16207;4.768600;AD660M00;;
999;999;158199.34710;424549.16188;4.798700;AD660M00;;
999;999;158199.36678;424550.16169;4.858500;AD660M00;;
999;999;158199.38645;424551.16149;4.809700;AD660M00;;
999;999;158199.40613;424552.16130;4.633600;AD660M00;;
999;999;158199.42580;424553.16111;4.432900;AD660M00;;
999;999;158199.44547;424554.16091;4.160000;AD660M00;;
999;999;158199.46515;424555.16072;3.710000;AD660M00;;
999;999;158199.48482;424556.16053;3.051900;AD660M00;;
999;999;158199.50449;424557.16033;2.218600;AD660M00;;
999;999;158199.52417;424558.16014;1.609800;AD660M00;;
999;999;158199.54384;424559.15995;1.350000;AD660M00;;
999;999;158199.56352;424560.15975;1.053000;AD660M00;;
999;999;158199.58319;424561.15956;0.692600;AD660M00;;
999;999;158199.60286;424562.15937;0.471000;AD660M00;;
999;999;158199.62254;424563.15917;999999.000000;AD660M00;;
999;999;158199.64221;424564.15898;999999.000000;AD660M00;;
999;999;158199.66188;424565.15878;999999.000000;AD660M00;;
999;999;158199.68156;424566.15859;999999.000000;AD660M00;;
999;999;158199.70123;424567.15840;999999.000000;AD660M00;;
999;999;158199.72090;424568.15820;999999.000000;AD660M00;;
999;999;158199.74058;424569.15801;999999.000000;AD660M00;;
999;999;158199.76025;424570.15782;999999.000000;AD660M00;;
999;999;158199.77993;424571.15762;999999.000000;AD660M00;;
999;999;158199.79960;424572.15743;999999.000000;AD660M00;;
999;999;158199.81927;424573.15724;999999.000000;AD660M00;;
999;999;158199.83895;424574.15704;999999.000000;AD660M00;;
999;999;158199.85862;424575.15685;999999.000000;AD660M00;;
999;999;158199.87829;424576.15666;999999.000000;AD660M00;;
999;999;158199.89797;424577.15646;999999.000000;AD660M00;;
999;999;158199.91764;424578.15627;999999.000000;AD660M00;;
999;999;158199.93731;424579.15607;999999.000000;AD660M00;;
999;999;158199.95699;424580.15588;999999.000000;AD660M00;;
999;999;158199.97666;424581.15569;999999.000000;AD660M00;;
999;999;158199.99634;424582.15549;999999.000000;AD660M00;;
999;999;158200.01601;424583.15530;999999.000000;AD660M00;;
999;999;158200.03568;424584.15511;999999.000000;AD660M00;;
999;999;158200.05536;424585.15491;999999.000000;AD660M00;;
999;999;158200.07503;424586.15472;999999.000000;AD660M00;;
999;999;158200.09470;424587.15453;999999.000000;AD660M00;;
999;999;158200.11438;424588.15433;999999.000000;AD660M00;;
999;999;158200.13405;424589.15414;999999.000000;AD660M00;;
999;999;158200.15373;424590.15395;999999.000000;AD660M00;;
999;999;158200.17340;424591.15375;999999.000000;AD660M00;;
999;999;158200.19307;424592.15356;999999.000000;AD660M00;;
999;999;158200.21275;424593.15337;999999.000000;AD660M00;;
999;999;158200.23242;424594.15317;999999.000000;AD660M00;;
999;999;158200.25209;424595.15298;999999.000000;AD660M00;;
999;999;158200.27177;424596.15278;999999.000000;AD660M00;;
999;999;158200.29144;424597.15259;999999.000000;AD660M00;;
999;999;158200.31111;424598.15240;999999.000000;AD660M00;;
999;999;158200.33079;424599.15220;999999.000000;AD660M00;;
999;999;157926.61748;424487.05615;5.164500;AD662M40;;
999;999;157926.98088;424487.98778;5.158200;AD662M40;;
999;999;157927.34428;424488.91942;5.150000;AD662M40;;
999;999;157927.70768;424489.85105;5.190000;AD662M40;;
999;999;157928.07108;424490.78269;5.172200;AD662M40;;
999;999;157928.43448;424491.71432;5.145900;AD662M40;;
999;999;157928.79787;424492.64595;5.132700;AD662M40;;
999;999;157929.16127;424493.57759;5.120000;AD662M40;;
999;999;157929.52467;424494.50922;5.125400;AD662M40;;
999;999;157929.88807;424495.44086;5.118000;AD662M40;;
999;999;157930.25147;424496.37249;5.117000;AD662M40;;
999;999;157930.61487;424497.30412;5.115100;AD662M40;;
999;999;157930.97826;424498.23576;5.077400;AD662M40;;
999;999;157931.34166;424499.16739;5.108100;AD662M40;;
999;999;157931.70506;424500.09902;5.114000;AD662M40;;
999;999;157932.06846;424501.03066;5.111700;AD662M40;;
999;999;157932.43186;424501.96229;5.077500;AD662M40;;
999;999;157932.79526;424502.89393;5.047900;AD662M40;;
999;999;157933.15865;424503.82556;4.980000;AD662M40;;
999;999;157933.52205;424504.75719;4.958100;AD662M40;;
999;999;157933.88545;424505.68883;4.980000;AD662M40;;
999;999;157934.24885;424506.62046;5.075100;AD662M40;;
999;999;157934.61225;424507.55210;5.090000;AD662M40;;
999;999;157934.97565;424508.48373;5.126700;AD662M40;;
999;999;157935.33904;424509.41536;5.145600;AD662M40;;
999;999;157935.70244;424510.34700;5.132200;AD662M40;;
999;999;157936.06584;424511.27863;5.123200;AD662M40;;
999;999;157936.42924;424512.21026;5.160000;AD662M40;;
999;999;157936.79264;424513.14190;5.151800;AD662M40;;
999;999;157937.15604;424514.07353;5.133400;AD662M40;;
999;999;157937.51943;424515.00517;5.100000;AD662M40;;
999;999;157937.88283;424515.93680;5.090000;AD662M40;;
999;999;157938.24623;424516.86843;5.120000;AD662M40;;
999;999;157938.60963;424517.80007;5.118700;AD662M40;;
999;999;157938.97303;424518.73170;5.087400;AD662M40;;
999;999;157939.33643;424519.66334;5.066700;AD662M40;;
999;999;157939.69982;424520.59497;5.010700;AD662M40;;
999;999;157940.06322;424521.52660;4.995100;AD662M40;;
999;999;157940.42662;424522.45824;4.924800;AD662M40;;
999;999;157940.79002;424523.38987;5.000000;AD662M40;;
999;999;157941.15342;424524.32151;4.970000;AD662M40;;
999;999;157941.51682;424525.25314;5.020000;AD662M40;;
999;999;157941.88021;424526.18477;5.057700;AD662M40;;
999;999;157942.24361;424527.11641;5.088100;AD662M40;;
999;999;157942.60701;424528.04804;5.063400;AD662M40;;
999;999;157942.97041;424528.97967;5.027900;AD662M40;;
999;999;157943.33381;424529.91131;5.055500;AD662M40;;
999;999;157943.69720;424530.84294;5.000000;AD662M40;;
999;999;157944.06060;424531.77458;4.982800;AD662M40;;
999;999;157944.42400;424532.70621;5.044000;AD662M40;;
999;999;157944.78740;424533.63784;5.035500;AD662M40;;
999;999;157945.15080;424534.56948;4.930000;AD662M40;;
999;999;157945.51420;424535.50111;4.960000;AD662M40;;
999;999;157945.87759;424536.43275;999999.000000;AD662M40;;
999;999;157946.24099;424537.36438;4.938300;AD662M40;;
999;999;157946.60439;424538.29601;999999.000000;AD662M40;;
999;999;157946.96779;424539.22765;4.720500;AD662M40;;
999;999;157947.33119;424540.15928;4.720000;AD662M40;;
999;999;157947.69459;424541.09091;4.760000;AD662M40;;
999;999;157948.05798;424542.02255;4.818200;AD662M40;;
999;999;157948.42138;424542.95418;4.905500;AD662M40;;
999;999;157948.78478;424543.88582;4.885000;AD662M40;;
999;999;157949.14818;424544.81745;4.862300;AD662M40;;
999;999;157949.51158;424545.74908;4.904500;AD662M40;;
999;999;157949.87498;424546.68072;4.885000;AD662M40;;
999;999;157950.23837;424547.61235;4.880000;AD662M40;;
999;999;157950.60177;424548.54399;4.906700;AD662M40;;
999;999;157950.96517;424549.47562;4.918200;AD662M40;;
999;999;157951.32857;424550.40725;4.938700;AD662M40;;
999;999;157951.69197;424551.33889;4.990000;AD662M40;;
999;999;157952.05537;424552.27052;4.955100;AD662M40;;
999;999;157952.41876;424553.20215;4.970000;AD662M40;;
999;999;157952.78216;424554.13379;4.970000;AD662M40;;
999;999;157953.14556;424555.06542;4.960700;AD662M40;;
999;999;157953.50896;424555.99706;4.976900;AD662M40;;
999;999;157953.87236;424556.92869;4.970100;AD662M40;;
999;999;157954.23576;424557.86032;5.080000;AD662M40;;
999;999;157954.59915;424558.79196;999999.000000;AD662M40;;
999;999;157954.96255;424559.72359;999999.000000;AD662M40;;
999;999;157955.32595;424560.65523;999999.000000;AD662M40;;
999;999;157955.68935;424561.58686;999999.000000;AD662M40;;
999;999;157956.05275;424562.51849;999999.000000;AD662M40;;
999;999;157956.41615;424563.45013;999999.000000;AD662M40;;
999;999;157956.77954;424564.38176;999999.000000;AD662M40;;
999;999;157957.14294;424565.31340;999999.000000;AD662M40;;
999;999;157957.50634;424566.24503;999999.000000;AD662M40;;
999;999;157957.86974;424567.17666;999999.000000;AD662M40;;
999;999;157958.23314;424568.10830;999999.000000;AD662M40;;
999;999;157958.59654;424569.03993;999999.000000;AD662M40;;
999;999;157958.95993;424569.97156;999999.000000;AD662M40;;
999;999;157959.32333;424570.90320;999999.000000;AD662M40;;
999;999;157959.68673;424571.83483;999999.000000;AD662M40;;
999;999;157960.05013;424572.76647;7.260000;AD662M40;;
999;999;157960.41353;424573.69810;999999.000000;AD662M40;;
999;999;157960.77693;424574.62973;8.030000;AD662M40;;
999;999;157961.14032;424575.56137;8.594500;AD662M40;;
999;999;157961.50372;424576.49300;8.741900;AD662M40;;
999;999;157961.86712;424577.42464;8.860000;AD662M40;;
999;999;157962.23052;424578.35627;8.835900;AD662M40;;
999;999;157962.59392;424579.28790;8.838000;AD662M40;;
999;999;157962.95732;424580.21954;8.891500;AD662M40;;
999;999;157963.32071;424581.15117;8.827100;AD662M40;;
999;999;157963.68411;424582.08280;8.792200;AD662M40;;
999;999;157964.04751;424583.01444;8.778400;AD662M40;;
999;999;157964.41091;424583.94607;8.693900;AD662M40;;
999;999;157964.77431;424584.87771;8.611900;AD662M40;;
999;999;157965.13771;424585.80934;8.509600;AD662M40;;
999;999;157965.50110;424586.74097;8.133400;AD662M40;;
999;999;157965.86450;424587.67261;7.778200;AD662M40;;
999;999;157966.22790;424588.60424;7.312600;AD662M40;;
999;999;157966.59130;424589.53588;6.910800;AD662M40;;
999;999;157966.95470;424590.46751;6.723100;AD662M40;;
999;999;157967.31810;424591.39914;6.358800;AD662M40;;
999;999;157967.68149;424592.33078;5.989900;AD662M40;;
999;999;157968.04489;424593.26241;5.639800;AD662M40;;
999;999;157968.40829;424594.19404;5.471300;AD662M40;;
999;999;157968.77169;424595.12568;5.084100;AD662M40;;
999;999;157969.13509;424596.05731;4.760000;AD662M40;;
999;999;157969.49849;424596.98895;4.668000;AD662M40;;
999;999;157969.86188;424597.92058;4.397800;AD662M40;;
999;999;157970.22528;424598.85221;4.343800;AD662M40;;
999;999;157970.58868;424599.78385;4.318900;AD662M40;;
999;999;157970.95208;424600.71548;4.298100;AD662M40;;
999;999;157971.31548;424601.64712;4.277000;AD662M40;;
999;999;157971.67888;424602.57875;4.264300;AD662M40;;
999;999;157972.04227;424603.51038;4.240000;AD662M40;;
999;999;157972.40567;424604.44202;4.269300;AD662M40;;
999;999;157972.76907;424605.37365;4.280000;AD662M40;;
999;999;157973.13247;424606.30529;4.250000;AD662M40;;
999;999;157973.49587;424607.23692;4.219100;AD662M40;;
999;999;157973.85927;424608.16855;4.210000;AD662M40;;
999;999;157974.22266;424609.10019;4.220500;AD662M40;;
999;999;157974.58606;424610.03182;4.238800;AD662M40;;
999;999;157974.94946;424610.96345;4.222500;AD662M40;;
999;999;157975.31286;424611.89509;4.245400;AD662M40;;
999;999;157975.67626;424612.82672;4.199200;AD662M40;;
999;999;157976.03966;424613.75836;4.190700;AD662M40;;
999;999;157976.40305;424614.68999;4.143500;AD662M40;;
999;999;157976.76645;424615.62162;4.199700;AD662M40;;
999;999;157977.12985;424616.55326;4.170000;AD662M40;;
999;999;157977.49325;424617.48489;4.173200;AD662M40;;
999;999;157977.85665;424618.41653;4.120000;AD662M40;;
999;999;157978.22005;424619.34816;4.180800;AD662M40;;
999;999;157978.58344;424620.27979;4.100000;AD662M40;;
999;999;157978.94684;424621.21143;4.161600;AD662M40;;
999;999;157979.31024;424622.14306;4.111400;AD662M40;;
999;999;157979.67364;424623.07469;4.123400;AD662M40;;
999;999;157980.03704;424624.00633;4.120000;AD662M40;;
999;999;157980.40044;424624.93796;4.076100;AD662M40;;
999;999;157980.76383;424625.86960;3.980300;AD662M40;;
999;999;157981.12723;424626.80123;3.833700;AD662M40;;
999;999;157981.49063;424627.73286;3.629700;AD662M40;;
999;999;157981.85403;424628.66450;3.310000;AD662M40;;
999;999;157982.21743;424629.59613;2.995900;AD662M40;;
999;999;157982.58083;424630.52777;2.741500;AD662M40;;
999;999;157982.94422;424631.45940;2.599900;AD662M40;;
999;999;157983.30762;424632.39103;2.119500;AD662M40;;
999;999;157983.67102;424633.32267;1.652200;AD662M40;;
999;999;157984.03442;424634.25430;1.410900;AD662M40;;
999;999;157984.39782;424635.18593;1.208000;AD662M40;;
999;999;157984.76122;424636.11757;0.821200;AD662M40;;
999;999;157985.12461;424637.04920;0.550000;AD662M40;;
999;999;157985.48801;424637.98084;999999.000000;AD662M40;;
999;999;157985.85141;424638.91247;999999.000000;AD662M40;;
999;999;157986.21481;424639.84410;999999.000000;AD662M40;;
999;999;157986.57821;424640.77574;999999.000000;AD662M40;;
999;999;157986.94161;424641.70737;999999.000000;AD662M40;;
999;999;157987.30500;424642.63901;999999.000000;AD662M40;;
999;999;157987.66840;424643.57064;999999.000000;AD662M40;;
999;999;157988.03180;424644.50227;999999.000000;AD662M40;;
999;999;157988.39520;424645.43391;999999.000000;AD662M40;;
999;999;157988.75860;424646.36554;999999.000000;AD662M40;;
999;999;157989.12200;424647.29718;999999.000000;AD662M40;;
999;999;157989.48539;424648.22881;999999.000000;AD662M40;;
999;999;157989.84879;424649.16044;999999.000000;AD662M40;;
999;999;157990.21219;424650.09208;999999.000000;AD662M40;;
999;999;157990.57559;424651.02371;999999.000000;AD662M40;;
999;999;157990.93899;424651.95534;999999.000000;AD662M40;;
999;999;157991.30239;424652.88698;999999.000000;AD662M40;;
999;999;157991.66578;424653.81861;999999.000000;AD662M40;;
999;999;157992.02918;424654.75025;999999.000000;AD662M40;;
999;999;157992.39258;424655.68188;999999.000000;AD662M40;;
999;999;157992.75598;424656.61351;999999.000000;AD662M40;;
999;999;157993.11938;424657.54515;999999.000000;AD662M40;;
999;999;157993.48278;424658.47678;999999.000000;AD662M40;;
999;999;157993.84617;424659.40842;999999.000000;AD662M40;;
999;999;157994.20957;424660.34005;999999.000000;AD662M40;;
999;999;157994.57297;424661.27168;999999.000000;AD662M40;;
999;999;157994.93637;424662.20332;999999.000000;AD662M40;;
999;999;157995.29977;424663.13495;999999.000000;AD662M40;;
999;999;157995.66317;424664.06658;999999.000000;AD662M40;;
999;999;157996.02656;424664.99822;999999.000000;AD662M40;;
999;999;157996.38996;424665.92985;999999.000000;AD662M40;;
999;999;157996.75336;424666.86149;999999.000000;AD662M40;;
999;999;157997.11676;424667.79312;999999.000000;AD662M40;;
999;999;157997.48016;424668.72475;999999.000000;AD662M40;;
999;999;157997.84356;424669.65639;999999.000000;AD662M40;;
999;999;157998.20695;424670.58802;999999.000000;AD662M40;;
999;999;157998.57035;424671.51966;999999.000000;AD662M40;;
999;999;157998.93375;424672.45129;999999.000000;AD662M40;;
999;999;157689.55670;424587.97039;999999.000000;AD664M80;;
999;999;157689.99238;424588.87049;999999.000000;AD664M80;;
999;999;157690.42805;424589.77060;999999.000000;AD664M80;;
999;999;157690.86373;424590.67070;999999.000000;AD664M80;;
999;999;157691.29940;424591.57081;999999.000000;AD664M80;;
999;999;157691.73508;424592.47091;999999.000000;AD664M80;;
999;999;157692.17075;424593.37101;999999.000000;AD664M80;;
999;999;157692.60643;424594.27112;999999.000000;AD664M80;;
999;999;157693.04210;424595.17122;999999.000000;AD664M80;;
999;999;157693.47778;424596.07133;999999.000000;AD664M80;;
999;999;157693.91345;424596.97143;999999.000000;AD664M80;;
999;999;157694.34913;424597.87153;999999.000000;AD664M80;;
999;999;157694.78480;424598.77164;5.227300;AD664M80;;
999;999;157695.22048;424599.67174;5.168700;AD664M80;;
999;999;157695.65615;424600.57185;5.170000;AD664M80;;
999;999;157696.09183;424601.47195;5.270000;AD664M80;;
