CODE;SUBCODE;X;Y;Z;RFLNAAM
99;999;77757.85;435843.69;-15.26;RB2.93
99;999;77757.56;435843.28;-15.26;RB2.93
99;999;77757.28;435842.87;-15.25;RB2.93
99;999;77756.99;435842.46;-15.25;RB2.93
99;999;77756.71;435842.05;-15.25;RB2.93
99;999;77756.42;435841.64;-15.23;RB2.93
99;999;77756.14;435841.23;-15.22;RB2.93
99;999;77755.85;435840.82;-15.23;RB2.93
99;999;77755.57;435840.41;-15.22;RB2.93
99;999;77755.28;435840;-15.2;RB2.93
99;999;77755;435839.58;-15.2;RB2.93
99;999;77754.71;435839.17;-15.19;RB2.93
99;999;77754.43;435838.76;-15.16;RB2.93
99;999;77754.14;435838.35;-15.16;RB2.93
99;999;77753.86;435837.94;-15.15;RB2.93
99;999;77753.57;435837.53;-15.14;RB2.93
99;999;77753.29;435837.12;-15.14;RB2.93
99;999;77753;435836.71;-15.15;RB2.93
99;999;77752.72;435836.3;-15.15;RB2.93
99;999;77752.43;435835.89;-15.14;RB2.93
99;999;77752.15;435835.48;-15.16;RB2.93
99;999;77751.86;435835.07;-15.16;RB2.93
99;999;77751.58;435834.66;-15.13;RB2.93
99;999;77751.29;435834.24;-15.11;RB2.93
99;999;77751.01;435833.83;-15.13;RB2.93
99;999;77750.72;435833.42;-15.14;RB2.93
99;999;77750.44;435833.01;-15.13;RB2.93
99;999;77750.15;435832.6;-15.11;RB2.93
99;999;77749.87;435832.19;-15.11;RB2.93
99;999;77749.58;435831.78;-15.12;RB2.93
99;999;77749.3;435831.37;-15.13;RB2.93
99;999;77749.01;435830.96;-15.13;RB2.93
99;999;77748.73;435830.55;-15.14;RB2.93
99;999;77748.44;435830.14;-15.13;RB2.93
99;999;77748.16;435829.73;-15.13;RB2.93
99;999;77747.87;435829.31;-15.13;RB2.93
99;999;77747.59;435828.9;-15.13;RB2.93
99;999;77747.3;435828.49;-15.13;RB2.93
99;999;77747.02;435828.08;-15.12;RB2.93
99;999;77746.73;435827.67;-15.09;RB2.93
99;999;77746.45;435827.26;-15.09;RB2.93
99;999;77746.16;435826.85;-15.09;RB2.93
99;999;77745.88;435826.44;-15.09;RB2.93
99;999;77745.59;435826.03;-15.08;RB2.93
99;999;77745.31;435825.62;-15.07;RB2.93
99;999;77745.02;435825.21;-15.07;RB2.93
99;999;77744.74;435824.8;-15.07;RB2.93
99;999;77744.45;435824.38;-15.06;RB2.93
99;999;77744.17;435823.97;-15.06;RB2.93
99;999;77743.88;435823.56;-15.05;RB2.93
99;999;77743.6;435823.15;-15.04;RB2.93
99;999;77743.31;435822.74;-15.03;RB2.93
99;999;77743.03;435822.33;-15.03;RB2.93
99;999;77742.74;435821.92;-15.04;RB2.93
99;999;77742.46;435821.51;-15.06;RB2.93
99;999;77742.17;435821.1;-15.05;RB2.93
99;999;77741.89;435820.69;-15.03;RB2.93
99;999;77741.6;435820.28;-15.03;RB2.93
99;999;77741.32;435819.87;-15.04;RB2.93
99;999;77741.03;435819.46;-15.04;RB2.93
99;999;77740.75;435819.04;-15.03;RB2.93
99;999;77740.46;435818.63;-15;RB2.93
99;999;77740.18;435818.22;-14.99;RB2.93
99;999;77739.89;435817.81;-15;RB2.93
99;999;77739.61;435817.4;-14.99;RB2.93
99;999;77739.32;435816.99;-14.98;RB2.93
99;999;77739.04;435816.58;-14.98;RB2.93
99;999;77738.75;435816.17;-14.98;RB2.93
99;999;77738.47;435815.76;-14.99;RB2.93
99;999;77738.18;435815.35;-14.98;RB2.93
99;999;77737.9;435814.94;-14.98;RB2.93
99;999;77737.61;435814.53;-14.98;RB2.93
99;999;77737.33;435814.11;-14.97;RB2.93
99;999;77737.04;435813.7;-14.97;RB2.93
99;999;77736.76;435813.29;-14.97;RB2.93
99;999;77736.47;435812.88;-14.98;RB2.93
99;999;77736.19;435812.47;-14.96;RB2.93
99;999;77735.9;435812.06;-14.96;RB2.93
99;999;77735.62;435811.65;-14.97;RB2.93
99;999;77735.33;435811.24;-14.95;RB2.93
99;999;77735.05;435810.83;-14.96;RB2.93
99;999;77734.76;435810.42;-14.96;RB2.93
99;999;77734.48;435810.01;-14.95;RB2.93
99;999;77734.19;435809.6;-14.95;RB2.93
99;999;77733.91;435809.18;-14.95;RB2.93
99;999;77733.62;435808.77;-14.94;RB2.93
99;999;77733.34;435808.36;-14.93;RB2.93
99;999;77733.05;435807.95;-14.93;RB2.93
99;999;77732.77;435807.54;-14.93;RB2.93
99;999;77732.48;435807.13;-14.94;RB2.93
99;999;77732.2;435806.72;-14.93;RB2.93
99;999;77731.91;435806.31;-14.93;RB2.93
99;999;77731.63;435805.9;-14.94;RB2.93
99;999;77731.34;435805.49;-14.96;RB2.93
99;999;77731.06;435805.08;-14.96;RB2.93
99;999;77730.77;435804.67;-14.95;RB2.93
99;999;77730.49;435804.26;-14.96;RB2.93
99;999;77730.2;435803.84;-14.96;RB2.93
99;999;77729.92;435803.43;-14.96;RB2.93
99;999;77729.63;435803.02;-14.98;RB2.93
99;999;77729.35;435802.61;-15;RB2.93
99;999;77729.06;435802.2;-15;RB2.93
99;999;77728.78;435801.79;-15.02;RB2.93
99;999;77728.49;435801.38;-15.03;RB2.93
99;999;77728.21;435800.97;-15.04;RB2.93
99;999;77727.92;435800.56;-15.05;RB2.93
99;999;77727.64;435800.15;-15.06;RB2.93
99;999;77727.35;435799.74;-15.07;RB2.93
99;999;77727.07;435799.33;-15.07;RB2.93
99;999;77726.78;435798.91;-15.07;RB2.93
99;999;77726.5;435798.5;-15.1;RB2.93
99;999;77726.21;435798.09;-15.12;RB2.93
99;999;77725.93;435797.68;-15.1;RB2.93
99;999;77725.64;435797.27;-15.1;RB2.93
99;999;77725.36;435796.86;-15.1;RB2.93
99;999;77725.07;435796.45;-15.09;RB2.93
99;999;77724.79;435796.04;-15.08;RB2.93
99;999;77724.5;435795.63;-15.07;RB2.93
99;999;77724.22;435795.22;-15.07;RB2.93
99;999;77723.93;435794.81;-15.09;RB2.93
99;999;77723.65;435794.4;-15.1;RB2.93
99;999;77723.36;435793.98;-15.11;RB2.93
99;999;77723.08;435793.57;-15.13;RB2.93
99;999;77722.79;435793.16;-15.13;RB2.93
99;999;77722.51;435792.75;-15.12;RB2.93
99;999;77722.22;435792.34;-15.12;RB2.93
99;999;77721.94;435791.93;-15.14;RB2.93
99;999;77721.65;435791.52;-15.16;RB2.93
99;999;77721.37;435791.11;-15.17;RB2.93
99;999;77721.08;435790.7;-15.17;RB2.93
99;999;77720.8;435790.29;-15.17;RB2.93
99;999;77720.51;435789.88;-15.16;RB2.93
99;999;77720.23;435789.47;-15.15;RB2.93
99;999;77719.94;435789.06;-15.14;RB2.93
99;999;77719.66;435788.64;-15.13;RB2.93
99;999;77719.37;435788.23;-15.14;RB2.93
99;999;77719.08;435787.82;-15.15;RB2.93
99;999;77718.8;435787.41;-15.15;RB2.93
99;999;77718.51;435787;-15.18;RB2.93
99;999;77718.23;435786.59;-15.22;RB2.93
99;999;77717.94;435786.18;-15.22;RB2.93
99;999;77717.66;435785.77;-15.23;RB2.93
99;999;77717.37;435785.36;-15.23;RB2.93
99;999;77717.09;435784.95;-15.23;RB2.93
99;999;77716.8;435784.54;-15.23;RB2.93
99;999;77716.52;435784.13;-15.23;RB2.93
99;999;77716.23;435783.71;-15.22;RB2.93
99;999;77715.95;435783.3;-15.22;RB2.93
99;999;77715.66;435782.89;-15.22;RB2.93
99;999;77715.38;435782.48;-15.21;RB2.93
99;999;77715.09;435782.07;-15.21;RB2.93
99;999;77714.81;435781.66;-15.21;RB2.93
99;999;77714.52;435781.25;-15.2;RB2.93
99;999;77714.24;435780.84;-15.21;RB2.93
99;999;77713.95;435780.43;-15.22;RB2.93
99;999;77713.67;435780.02;-15.23;RB2.93
99;999;77713.38;435779.61;-15.24;RB2.93
99;999;77713.1;435779.2;-15.23;RB2.93
99;999;77712.81;435778.78;-15.26;RB2.93
99;999;77712.53;435778.37;-15.26;RB2.93
99;999;77712.24;435777.96;-15.26;RB2.93
99;999;77711.96;435777.55;-15.28;RB2.93
99;999;77711.67;435777.14;-15.27;RB2.93
99;999;77711.39;435776.73;-15.26;RB2.93
99;999;77711.1;435776.32;-15.27;RB2.93
99;999;77710.82;435775.91;-15.28;RB2.93
99;999;77710.53;435775.5;-15.28;RB2.93
99;999;77710.25;435775.09;-15.28;RB2.93
99;999;77709.96;435774.68;-15.29;RB2.93
99;999;77709.68;435774.27;-15.29;RB2.93
99;999;77709.39;435773.86;-15.29;RB2.93
99;999;77709.11;435773.44;-15.3;RB2.93
99;999;77708.82;435773.03;-15.3;RB2.93
99;999;77708.54;435772.62;-15.31;RB2.93
99;999;77708.25;435772.21;-15.32;RB2.93
99;999;77707.97;435771.8;-15.33;RB2.93
99;999;77707.68;435771.39;-15.33;RB2.93
99;999;77707.4;435770.98;-15.33;RB2.93
99;999;77707.11;435770.57;-15.34;RB2.93
99;999;77706.83;435770.16;-15.34;RB2.93
99;999;77706.54;435769.75;-15.31;RB2.93
99;999;77706.26;435769.34;-15.23;RB2.93
99;999;77705.97;435768.93;-15.16;RB2.93
99;999;77705.69;435768.51;-15.13;RB2.93
99;999;77705.4;435768.1;-15.12;RB2.93
99;999;77705.12;435767.69;-15.09;RB2.93
99;999;77704.83;435767.28;-15.16;RB2.93
99;999;77704.55;435766.87;-15.19;RB2.93
99;999;77704.26;435766.46;-15.22;RB2.93
99;999;77703.98;435766.05;-15.19;RB2.93
99;999;77703.69;435765.64;-15.21;RB2.93
99;999;77703.41;435765.23;-15.15;RB2.93
99;999;77703.12;435764.82;-15.14;RB2.93
99;999;77702.84;435764.41;-15.15;RB2.93
99;999;77702.55;435764;-15.13;RB2.93
99;999;77702.27;435763.59;-15.1;RB2.93
99;999;77701.98;435763.17;-15.11;RB2.93
99;999;77701.7;435762.76;-15.09;RB2.93
99;999;77701.41;435762.35;-15.08;RB2.93
99;999;77701.13;435761.94;-15.06;RB2.93
99;999;77700.84;435761.53;-15.05;RB2.93
99;999;77700.56;435761.12;-15.04;RB2.93
99;999;77700.27;435760.71;-15.02;RB2.93
99;999;77699.99;435760.3;-15.02;RB2.93
99;999;77699.7;435759.89;-15;RB2.93
99;999;77699.42;435759.48;-15;RB2.93
99;999;77699.13;435759.07;-14.99;RB2.93
99;999;77698.85;435758.66;-14.99;RB2.93
99;999;77698.56;435758.24;-14.98;RB2.93
99;999;77698.28;435757.83;-14.93;RB2.93
99;999;77697.99;435757.42;-14.91;RB2.93
99;999;77697.71;435757.01;-14.91;RB2.93
99;999;77697.42;435756.6;-14.89;RB2.93
99;999;77697.14;435756.19;-14.89;RB2.93
99;999;77696.85;435755.78;-14.88;RB2.93
99;999;77696.57;435755.37;-14.86;RB2.93
99;999;77696.28;435754.96;-14.85;RB2.93
99;999;77696;435754.55;-14.84;RB2.93
99;999;77695.71;435754.14;-14.84;RB2.93
99;999;77695.43;435753.73;-14.82;RB2.93
99;999;77695.14;435753.31;-14.78;RB2.93
99;999;77694.86;435752.9;-14.76;RB2.93
99;999;77694.57;435752.49;-14.75;RB2.93
99;999;77694.29;435752.08;-14.73;RB2.93
99;999;77694;435751.67;-14.71;RB2.93
99;999;77693.72;435751.26;-14.69;RB2.93
99;999;77693.43;435750.85;-14.68;RB2.93
99;999;77693.15;435750.44;-14.67;RB2.93
99;999;77692.86;435750.03;-14.65;RB2.93
99;999;77692.58;435749.62;-14.64;RB2.93
99;999;77692.29;435749.21;-14.61;RB2.93
99;999;77692.01;435748.8;-14.6;RB2.93
99;999;77691.72;435748.39;-14.59;RB2.93
99;999;77691.44;435747.97;-14.57;RB2.93
99;999;77691.15;435747.56;-14.55;RB2.93
99;999;77690.87;435747.15;-14.54;RB2.93
99;999;77690.58;435746.74;-14.51;RB2.93
99;999;77690.3;435746.33;-14.5;RB2.93
99;999;77690.01;435745.92;-14.5;RB2.93
99;999;77689.73;435745.51;-14.49;RB2.93
99;999;77689.44;435745.1;-14.5;RB2.93
99;999;77689.16;435744.69;-14.46;RB2.93
99;999;77688.87;435744.28;-14.47;RB2.93
99;999;77688.59;435743.87;-14.42;RB2.93
99;999;77688.3;435743.46;-14.41;RB2.93
99;999;77688.02;435743.04;-14.39;RB2.93
99;999;77687.73;435742.63;-14.36;RB2.93
99;999;77687.45;435742.22;-14.37;RB2.93
99;999;77687.16;435741.81;-14.38;RB2.93
99;999;77686.88;435741.4;-14.34;RB2.93
99;999;77686.59;435740.99;-14.32;RB2.93
99;999;77686.31;435740.58;-14.28;RB2.93
99;999;77686.02;435740.17;-14.25;RB2.93
99;999;77685.74;435739.76;-14.18;RB2.93
99;999;77685.45;435739.35;-14.25;RB2.93
99;999;77685.17;435738.94;-14.27;RB2.93
99;999;77684.88;435738.53;-14.22;RB2.93
99;999;77684.6;435738.11;-14.17;RB2.93
99;999;77684.31;435737.7;-14.11;RB2.93
99;999;77684.03;435737.29;-14.08;RB2.93
99;999;77683.74;435736.88;-14.06;RB2.93
99;999;77683.46;435736.47;-14.03;RB2.93
99;999;77683.17;435736.06;-14.01;RB2.93
99;999;77682.89;435735.65;-14;RB2.93
99;999;77682.6;435735.24;-13.92;RB2.93
99;999;77682.32;435734.83;-13.91;RB2.93
99;999;77682.03;435734.42;-13.9;RB2.93
99;999;77681.75;435734.01;-13.9;RB2.93
99;999;77681.46;435733.6;-13.86;RB2.93
99;999;77681.18;435733.18;-13.79;RB2.93
99;999;77680.89;435732.77;-13.77;RB2.93
99;999;77680.61;435732.36;-13.75;RB2.93
99;999;77680.32;435731.95;-13.72;RB2.93
99;999;77680.04;435731.54;-13.69;RB2.93
99;999;77679.75;435731.13;-13.63;RB2.93
99;999;77679.47;435730.72;-13.59;RB2.93
99;999;77679.18;435730.31;-13.55;RB2.93
99;999;77678.9;435729.9;-13.52;RB2.93
99;999;77678.61;435729.49;-13.48;RB2.93
99;999;77678.33;435729.08;-13.45;RB2.93
99;999;77678.04;435728.67;-13.4;RB2.93
99;999;77677.76;435728.26;-13.36;RB2.93
99;999;77677.47;435727.84;-13.32;RB2.93
99;999;77677.19;435727.43;-13.28;RB2.93
99;999;77676.9;435727.02;-13.25;RB2.93
99;999;77676.62;435726.61;-13.21;RB2.93
99;999;77676.33;435726.2;-13.14;RB2.93
99;999;77676.05;435725.79;-13.14;RB2.93
99;999;77675.76;435725.38;-13.07;RB2.93
99;999;77675.48;435724.97;-13.01;RB2.93
99;999;77675.19;435724.56;-12.98;RB2.93
99;999;77674.91;435724.15;-12.9;RB2.93
99;999;77674.62;435723.74;-12.79;RB2.93
99;999;77674.34;435723.33;-12.77;RB2.93
99;999;77674.05;435722.91;-12.78;RB2.93
99;999;77673.77;435722.5;-12.75;RB2.93
99;999;77673.48;435722.09;-12.66;RB2.93
99;999;77673.2;435721.68;-12.57;RB2.93
99;999;77672.91;435721.27;-12.46;RB2.93
99;999;77672.63;435720.86;-12.39;RB2.93
99;999;77672.34;435720.45;-12.32;RB2.93
99;999;77672.06;435720.04;-12.22;RB2.93
99;999;77671.77;435719.63;-12.01;RB2.93
99;999;77671.49;435719.22;-11.69;RB2.93
99;999;77671.2;435718.81;-11.37;RB2.93
99;999;77670.92;435718.4;-11.03;RB2.93
99;999;77670.63;435717.99;-10.73;RB2.93
99;999;77670.35;435717.57;-10.42;RB2.93
99;999;77670.06;435717.16;-10.09;RB2.93
99;999;77669.78;435716.75;-9.66;RB2.93
99;999;77669.49;435716.34;-9.22;RB2.93
99;999;77669.21;435715.93;-8.83;RB2.93
99;999;77668.92;435715.52;-8.46;RB2.93
99;999;77668.64;435715.11;-8.1;RB2.93
99;999;77668.35;435714.7;-7.77;RB2.93
99;999;77668.07;435714.29;-7.39;RB2.93
99;999;77667.78;435713.88;-7.13;RB2.93
99;999;77667.5;435713.47;-6.69;RB2.93
99;999;77667.21;435713.06;-6.26;RB2.93
99;999;77666.93;435712.64;-5.89;RB2.93
99;999;77666.64;435712.23;-5.57;RB2.93
99;999;77666.36;435711.82;-5.28;RB2.93
99;999;77666.07;435711.41;-4.97;RB2.93
99;999;77665.79;435711;-4.67;RB2.93
99;999;77665.5;435710.59;-4.36;RB2.93
99;999;77665.22;435710.18;-4.04;RB2.93
99;999;77664.93;435709.77;-3.69;RB2.93
99;999;77664.65;435709.36;-3.47;RB2.93
99;999;77664.36;435708.95;-3.29;RB2.93
99;999;77664.08;435708.54;-3.15;RB2.93
99;999;77663.79;435708.13;-3.11;RB2.93
99;999;77663.51;435707.71;-3.01;RB2.93
99;999;77663.22;435707.3;-2.9;RB2.93
99;999;77662.94;435706.89;-2.92;RB2.93
99;999;77662.65;435706.48;-2.9;RB2.93
99;999;77662.37;435706.07;-2.87;RB2.93
99;999;77662.08;435705.66;-2.87;RB2.93
99;999;77661.8;435705.25;-2.86;RB2.93
99;999;77661.51;435704.84;-2.71;RB2.93
99;999;77661.23;435704.43;-2.53;RB2.93
99;999;77660.94;435704.02;-2.35;RB2.93
99;999;77660.66;435703.61;-2.17;RB2.93
99;999;77660.37;435703.2;-2.02;RB2.93
99;999;77660.09;435702.79;-1.92;RB2.93
99;999;77659.8;435702.37;-1.77;RB2.93
99;999;77659.52;435701.96;-1.59;RB2.93
99;999;77659.23;435701.55;-1.47;RB2.93
99;999;77658.95;435701.14;-1.39;RB2.93
99;999;77658.66;435700.73;-1.26;RB2.93
99;999;77658.38;435700.32;-1.14;RB2.93
99;999;77658.09;435699.91;-1.13;RB2.93
99;999;77657.81;435699.5;-1.09;RB2.93
99;999;77657.52;435699.09;-1.05;RB2.93
99;999;77657.24;435698.68;-0.97;RB2.93
99;999;77656.95;435698.27;-0.97;RB2.93
99;999;77656.67;435697.86;-0.78;RB2.93
99;999;77656.38;435697.44;-0.55;RB2.93
99;999;77656.1;435697.03;-0.46;RB2.93
99;999;77655.81;435696.62;-0.35;RB2.93
99;999;77655.53;435696.21;-0.26;RB2.93
99;999;77655.24;435695.8;-0.1;RB2.93
99;999;77654.96;435695.39;-0.07;RB2.93
99;999;77654.67;435694.98;-0.01;RB2.93
99;999;77654.39;435694.57;0.05;RB2.93
99;999;77654.1;435694.16;0.05;RB2.93
99;999;77653.82;435693.75;0;RB2.93
99;999;77653.53;435693.34;0.22;RB2.93
99;999;77653.25;435692.93;0.25;RB2.93
99;999;77652.96;435692.51;0.36;RB2.93
99;999;77652.68;435692.1;0.47;RB2.93
99;999;77652.39;435691.69;0.56;RB2.93
99;999;77652.11;435691.28;0.63;RB2.93
99;999;77651.82;435690.87;0.72;RB2.93
99;999;77651.54;435690.46;0.82;RB2.93
99;999;77651.25;435690.05;0.94;RB2.93
99;999;77650.97;435689.64;1.07;RB2.93
99;999;77650.68;435689.23;1.25;RB2.93
99;999;77650.4;435688.82;1.44;RB2.93
99;999;77650.11;435688.41;1.61;RB2.93
99;999;77649.83;435688;1.81;RB2.93
99;999;77649.54;435687.59;1.99;RB2.93
99;999;77649.26;435687.17;2.16;RB2.93
99;999;77648.97;435686.76;2.35;RB2.93
99;999;77648.69;435686.35;2.49;RB2.93
99;999;77648.4;435685.94;2.67;RB2.93
99;999;77648.12;435685.53;2.86;RB2.93
99;999;77647.83;435685.12;3.01;RB2.93
99;999;77647.55;435684.71;3.14;RB2.93
99;999;77647.26;435684.3;3.3;RB2.93
99;999;77646.98;435683.89;3.38;RB2.93
99;999;77646.69;435683.48;3.46;RB2.93
99;999;77646.41;435683.07;3.53;RB2.93
99;999;77646.12;435682.66;3.59;RB2.93
99;999;77645.84;435682.24;3.65;RB2.93
99;999;77645.55;435681.83;3.65;RB2.93
99;999;77645.27;435681.42;3.66;RB2.93
99;999;77644.98;435681.01;3.67;RB2.93
99;999;77644.7;435680.6;3.68;RB2.93
99;999;77644.41;435680.19;3.69;RB2.93
99;999;77644.13;435679.78;3.71;RB2.93
99;999;77643.84;435679.37;3.71;RB2.93
99;999;77643.56;435678.96;3.75;RB2.93
99;999;77643.27;435678.55;3.78;RB2.93
99;999;77642.99;435678.14;3.78;RB2.93
99;999;77642.7;435677.73;3.77;RB2.93
99;999;77642.42;435677.31;3.82;RB2.93
99;999;77642.13;435676.9;3.88;RB2.93
99;999;77641.85;435676.49;3.91;RB2.93
99;999;77641.56;435676.08;3.93;RB2.93
99;999;77641.27;435675.67;3.94;RB2.93
99;999;77640.99;435675.26;4.06;RB2.93
99;999;77640.7;435674.85;4.09;RB2.93
99;999;77640.42;435674.44;4.24;RB2.93
99;999;77640.13;435674.03;4.37;RB2.93
99;999;77639.85;435673.62;4.49;RB2.93
99;999;77639.56;435673.21;4.66;RB2.93
99;999;77639.28;435672.8;4.75;RB2.93
99;999;77638.99;435672.39;4.87;RB2.93
99;999;77638.71;435671.97;4.96;RB2.93
99;999;77638.42;435671.56;5.1;RB2.93
99;999;77638.14;435671.15;5.21;RB2.93
99;999;77637.85;435670.74;5.34;RB2.93
99;999;77637.57;435670.33;5.44;RB2.93
99;999;77637.28;435669.92;5.57;RB2.93
99;999;77637;435669.51;5.74;RB2.93
99;999;77636.71;435669.1;5.84;RB2.93
99;999;77636.43;435668.69;5.93;RB2.93
99;999;77636.14;435668.28;6.09;RB2.93
99;999;77635.86;435667.87;6.14;RB2.93
99;999;77635.57;435667.46;6.26;RB2.93
99;999;77635.29;435667.04;6.37;RB2.93
99;999;77635;435666.63;6.47;RB2.93
99;999;77634.72;435666.22;6.59;RB2.93
99;999;77634.43;435665.81;6.67;RB2.93
99;999;77634.15;435665.4;6.72;RB2.93
99;999;77633.86;435664.99;6.8;RB2.93
99;999;77633.58;435664.58;6.86;RB2.93
99;999;77633.29;435664.17;6.92;RB2.93
99;999;77633.01;435663.76;6.98;RB2.93
99;999;77632.72;435663.35;6.99;RB2.93
99;999;77632.44;435662.94;7.02;RB2.93
99;999;77632.15;435662.53;7.04;RB2.93
99;999;77631.87;435662.11;7.08;RB2.93
99;999;77631.58;435661.7;7.11;RB2.93
99;999;77631.3;435661.29;7.09;RB2.93
99;999;77631.01;435660.88;7.06;RB2.93
99;999;77630.73;435660.47;7.08;RB2.93
99;999;77630.44;435660.06;7.07;RB2.93
99;999;77630.16;435659.65;7.07;RB2.93
99;999;77629.87;435659.24;7.09;RB2.93
99;999;77629.59;435658.83;7.09;RB2.93
99;999;77629.3;435658.42;7.1;RB2.93
99;999;77629.02;435658.01;7.1;RB2.93
99;999;77628.73;435657.6;7.12;RB2.93
99;999;77628.45;435657.19;7.13;RB2.93
99;999;77628.16;435656.77;7.16;RB2.93
99;999;77627.88;435656.36;7.14;RB2.93
99;999;77627.59;435655.95;7.13;RB2.93
99;999;77627.31;435655.54;7.11;RB2.93
99;999;77627.02;435655.13;7.1;RB2.93
99;999;77626.74;435654.72;7.08;RB2.93
99;999;77626.45;435654.31;7.09;RB2.93
99;999;77626.17;435653.9;7.07;RB2.93
99;999;77625.88;435653.49;7.08;RB2.93
99;999;77625.6;435653.08;7.09;RB2.93
99;999;77625.31;435652.67;7.1;RB2.93
99;999;77625.03;435652.26;7.14;RB2.93
99;999;77624.74;435651.84;7.18;RB2.93
99;999;77624.46;435651.43;7.18;RB2.93
99;999;77624.17;435651.02;7.18;RB2.93
99;999;77623.89;435650.61;7.18;RB2.93
99;999;77623.6;435650.2;7.19;RB2.93
99;999;77623.32;435649.79;7.19;RB2.93
99;999;77623.03;435649.38;7.17;RB2.93
99;999;77622.75;435648.97;7.17;RB2.93
99;999;77622.46;435648.56;7.16;RB2.93
99;999;77622.18;435648.15;7.14;RB2.93
99;999;77621.89;435647.74;7.15;RB2.93
99;999;77621.61;435647.33;7.16;RB2.93
99;999;77621.32;435646.91;7.15;RB2.93
99;999;77621.04;435646.5;7.17;RB2.93
99;999;77620.75;435646.09;7.22;RB2.93
99;999;77620.47;435645.68;7.26;RB2.93
99;999;77620.18;435645.27;7.24;RB2.93
99;999;77619.9;435644.86;7.3;RB2.93
99;999;77619.61;435644.45;7.37;RB2.93
99;999;77619.33;435644.04;7.24;RB2.93
99;999;77619.04;435643.63;7.19;RB2.93
99;999;77618.76;435643.22;7.19;RB2.93
99;999;77618.47;435642.81;7.18;RB2.93
99;999;77618.19;435642.4;7.16;RB2.93
99;999;77617.9;435641.99;7.16;RB2.93
99;999;77617.62;435641.57;7.16;RB2.93
99;999;77617.33;435641.16;7.14;RB2.93
99;999;77617.05;435640.75;7.14;RB2.93
99;999;77616.76;435640.34;7.06;RB2.93
99;999;77616.48;435639.93;7.07;RB2.93
99;999;77616.19;435639.52;7.09;RB2.93
99;999;77615.91;435639.11;7.1;RB2.93
99;999;77615.62;435638.7;7.12;RB2.93
99;999;77615.34;435638.29;7.12;RB2.93
99;999;77615.05;435637.88;7.15;RB2.93
99;999;77614.77;435637.47;7.14;RB2.93
99;999;77614.48;435637.06;7.18;RB2.93
99;999;77614.2;435636.64;7.26;RB2.93
99;999;77613.91;435636.23;7.32;RB2.93
99;999;77613.63;435635.82;7.34;RB2.93
99;999;77613.34;435635.41;7.35;RB2.93
99;999;77613.06;435635;7.35;RB2.93
99;999;77612.77;435634.59;7.37;RB2.93
99;999;77612.49;435634.18;7.37;RB2.93
99;999;77612.2;435633.77;7.41;RB2.93
99;999;77611.92;435633.36;7.39;RB2.93
99;999;77611.63;435632.95;7.34;RB2.93
99;999;77611.35;435632.54;7.34;RB2.93
99;999;77611.06;435632.13;7.35;RB2.93
99;999;77610.78;435631.71;7.34;RB2.93
99;999;77610.49;435631.3;7.4;RB2.93
99;999;77610.21;435630.89;7.41;RB2.93
99;999;77609.92;435630.48;7.42;RB2.93
99;999;77609.64;435630.07;7.43;RB2.93
99;999;77609.35;435629.66;7.42;RB2.93
99;999;77609.07;435629.25;7.41;RB2.93
99;999;77608.78;435628.84;7.43;RB2.93
99;999;77608.5;435628.43;7.4;RB2.93
99;999;77608.21;435628.02;7.4;RB2.93
99;999;77607.93;435627.61;7.38;RB2.93
99;999;77607.64;435627.2;7.35;RB2.93
99;999;77607.36;435626.79;7.33;RB2.93
99;999;77607.07;435626.37;7.32;RB2.93
99;999;77606.79;435625.96;7.35;RB2.93
99;999;77606.5;435625.55;7.34;RB2.93
99;999;77606.22;435625.14;7.31;RB2.93
99;999;77605.93;435624.73;7.3;RB2.93
99;999;77605.65;435624.32;7.26;RB2.93
99;999;77605.36;435623.91;7.22;RB2.93
99;999;77605.08;435623.5;7.21;RB2.93
99;999;77604.79;435623.09;7.21;RB2.93
99;999;77604.51;435622.68;7.19;RB2.93
99;999;77604.22;435622.27;7.18;RB2.93
99;999;77603.94;435621.86;7.13;RB2.93
99;999;77603.65;435621.44;7.1;RB2.93
99;999;77603.37;435621.03;7.06;RB2.93
99;999;77603.08;435620.62;7.06;RB2.93
99;999;77602.8;435620.21;7.02;RB2.93
99;999;77602.51;435619.8;6.97;RB2.93
99;999;77602.23;435619.39;6.97;RB2.93
99;999;77601.94;435618.98;6.95;RB2.93
99;999;77601.66;435618.57;6.92;RB2.93
99;999;77601.37;435618.16;6.86;RB2.93
99;999;77601.09;435617.75;6.85;RB2.93
99;999;77600.8;435617.34;6.81;RB2.93
99;999;77600.52;435616.93;6.79;RB2.93
99;999;77600.23;435616.52;6.78;RB2.93
99;999;77599.95;435616.1;6.78;RB2.93
99;999;77599.66;435615.69;6.81;RB2.93
99;999;77599.38;435615.28;6.74;RB2.93
99;999;77599.09;435614.87;6.69;RB2.93
99;999;77598.81;435614.46;6.66;RB2.93
99;999;77598.52;435614.05;6.62;RB2.93
99;999;77598.24;435613.64;6.57;RB2.93
99;999;77597.95;435613.23;6.53;RB2.93
99;999;77597.67;435612.82;6.46;RB2.93
99;999;77597.38;435612.41;6.46;RB2.93
99;999;77597.1;435612;6.42;RB2.93
99;999;77596.81;435611.59;6.34;RB2.93
99;999;77596.53;435611.17;6.31;RB2.93
99;999;77596.24;435610.76;6.23;RB2.93
