CODE;SUBCODE;X;Y;Z;RFLNAAM
99;999;75949.75;436815.61;-5.02;RB0.82
99;999;75949.4;436815.25;-4.99;RB0.82
99;999;75949.05;436814.89;-4.95;RB0.82
99;999;75948.7;436814.53;-4.88;RB0.82
99;999;75948.35;436814.17;-4.82;RB0.82
99;999;75948.01;436813.82;-4.79;RB0.82
99;999;75947.66;436813.46;-4.71;RB0.82
99;999;75947.31;436813.1;-4.67;RB0.82
99;999;75946.96;436812.74;-4.55;RB0.82
99;999;75946.61;436812.38;-4.42;RB0.82
99;999;75946.26;436812.02;-4.31;RB0.82
99;999;75945.91;436811.67;-4.26;RB0.82
99;999;75945.56;436811.31;-4.2;RB0.82
99;999;75945.21;436810.95;-4.15;RB0.82
99;999;75944.87;436810.59;-4.1;RB0.82
99;999;75944.52;436810.23;-4.06;RB0.82
99;999;75944.17;436809.88;-3.98;RB0.82
99;999;75943.82;436809.52;-3.87;RB0.82
99;999;75943.47;436809.16;-3.8;RB0.82
99;999;75943.12;436808.8;-3.71;RB0.82
99;999;75942.77;436808.44;-3.61;RB0.82
99;999;75942.42;436808.08;-3.55;RB0.82
99;999;75942.08;436807.73;-3.48;RB0.82
99;999;75941.73;436807.37;-3.41;RB0.82
99;999;75941.38;436807.01;-3.38;RB0.82
99;999;75941.03;436806.65;-3.33;RB0.82
99;999;75940.68;436806.29;-3.25;RB0.82
99;999;75940.33;436805.93;-3.18;RB0.82
99;999;75939.98;436805.58;-3.08;RB0.82
99;999;75939.63;436805.22;-2.97;RB0.82
99;999;75939.29;436804.86;-2.86;RB0.82
99;999;75938.94;436804.5;-2.8;RB0.82
99;999;75938.59;436804.14;-2.72;RB0.82
99;999;75938.24;436803.78;-2.62;RB0.82
99;999;75937.89;436803.43;-2.55;RB0.82
99;999;75937.54;436803.07;-2.49;RB0.82
99;999;75937.19;436802.71;-2.43;RB0.82
99;999;75936.84;436802.35;-2.38;RB0.82
99;999;75936.5;436801.99;-2.32;RB0.82
99;999;75936.15;436801.63;-2.23;RB0.82
99;999;75935.8;436801.28;-2.13;RB0.82
99;999;75935.45;436800.92;-2.03;RB0.82
99;999;75935.1;436800.56;-1.92;RB0.82
99;999;75934.75;436800.2;-1.84;RB0.82
99;999;75934.4;436799.84;-1.77;RB0.82
99;999;75934.05;436799.48;-1.71;RB0.82
99;999;75933.71;436799.13;-1.64;RB0.82
99;999;75933.36;436798.77;-1.6;RB0.82
99;999;75933.01;436798.41;-1.58;RB0.82
99;999;75932.66;436798.05;-1.53;RB0.82
99;999;75932.31;436797.69;-1.48;RB0.82
99;999;75931.96;436797.34;-1.47;RB0.82
99;999;75931.61;436796.98;-1.43;RB0.82
99;999;75931.26;436796.62;-1.38;RB0.82
99;999;75930.92;436796.26;-1.37;RB0.82
99;999;75930.57;436795.9;-1.38;RB0.82
99;999;75930.22;436795.54;-1.39;RB0.82
99;999;75929.87;436795.19;-1.35;RB0.82
99;999;75929.52;436794.83;-1.34;RB0.82
99;999;75929.17;436794.47;-1.36;RB0.82
99;999;75928.82;436794.11;-1.38;RB0.82
99;999;75928.47;436793.75;-1.47;RB0.82
99;999;75928.13;436793.39;-1.47;RB0.82
99;999;75927.78;436793.04;-1.45;RB0.82
99;999;75927.43;436792.68;-1.42;RB0.82
99;999;75927.08;436792.32;-1.42;RB0.82
99;999;75926.73;436791.96;-1.41;RB0.82
99;999;75926.38;436791.6;-1.41;RB0.82
99;999;75926.03;436791.24;-1.41;RB0.82
99;999;75925.68;436790.89;0;RB0.82
99;999;75925.34;436790.53;-1.37;RB0.82
99;999;75924.99;436790.17;-1.37;RB0.82
99;999;75924.64;436789.81;0;RB0.82
99;999;75924.29;436789.45;-1.35;RB0.82
99;999;75923.94;436789.09;-1.35;RB0.82
99;999;75923.59;436788.74;0;RB0.82
99;999;75923.24;436788.38;-1.3;RB0.82
99;999;75922.89;436788.02;-1.3;RB0.82
99;999;75922.55;436787.66;0;RB0.82
99;999;75922.2;436787.3;-1.27;RB0.82
99;999;75921.85;436786.95;-1.27;RB0.82
99;999;75921.5;436786.59;-1.26;RB0.82
99;999;75921.15;436786.23;-1.26;RB0.82
99;999;75920.8;436785.87;0;RB0.82
99;999;75920.45;436785.51;-1.22;RB0.82
99;999;75920.1;436785.15;-1.22;RB0.82
99;999;75919.76;436784.8;-1.21;RB0.82
99;999;75919.41;436784.44;-1.22;RB0.82
99;999;75919.06;436784.08;-1.22;RB0.82
99;999;75918.71;436783.72;-1.21;RB0.82
99;999;75918.36;436783.36;-1.19;RB0.82
99;999;75918.01;436783;-1.19;RB0.82
99;999;75917.66;436782.65;-1.19;RB0.82
99;999;75917.31;436782.29;-1.19;RB0.82
99;999;75916.97;436781.93;-1.18;RB0.82
99;999;75916.62;436781.57;-1.17;RB0.82
99;999;75916.27;436781.21;-1.16;RB0.82
99;999;75915.92;436780.85;-1.16;RB0.82
99;999;75915.57;436780.5;-1.16;RB0.82
99;999;75915.22;436780.14;-1.16;RB0.82
99;999;75914.87;436779.78;-1.16;RB0.82
99;999;75914.52;436779.42;-1.15;RB0.82
99;999;75914.18;436779.06;-1.15;RB0.82
99;999;75913.83;436778.7;-1.16;RB0.82
99;999;75913.48;436778.35;-1.17;RB0.82
99;999;75913.13;436777.99;-1.17;RB0.82
99;999;75912.78;436777.63;-1.16;RB0.82
99;999;75912.43;436777.27;-1.15;RB0.82
99;999;75912.08;436776.91;-1.14;RB0.82
99;999;75911.73;436776.55;-1.13;RB0.82
99;999;75911.39;436776.2;-1.15;RB0.82
99;999;75911.04;436775.84;-1.16;RB0.82
99;999;75910.69;436775.48;-1.17;RB0.82
99;999;75910.34;436775.12;-1.19;RB0.82
99;999;75909.99;436774.76;-1.2;RB0.82
99;999;75909.64;436774.41;-1.21;RB0.82
99;999;75909.29;436774.05;-1.23;RB0.82
99;999;75908.94;436773.69;-1.23;RB0.82
99;999;75908.6;436773.33;-1.2;RB0.82
99;999;75908.25;436772.97;-1.09;RB0.82
99;999;75907.9;436772.61;-1.01;RB0.82
99;999;75907.55;436772.26;-0.96;RB0.82
99;999;75907.2;436771.9;-0.89;RB0.82
99;999;75906.85;436771.54;-0.87;RB0.82
99;999;75906.5;436771.18;-0.85;RB0.82
99;999;75906.15;436770.82;-0.73;RB0.82
99;999;75905.8;436770.46;-0.69;RB0.82
99;999;75905.46;436770.11;-0.79;RB0.82
99;999;75905.11;436769.75;-0.75;RB0.82
99;999;75904.76;436769.39;-0.73;RB0.82
99;999;75904.41;436769.03;-0.73;RB0.82
99;999;75904.06;436768.67;-0.74;RB0.82
99;999;75903.71;436768.31;-0.73;RB0.82
99;999;75903.36;436767.96;-0.65;RB0.82
99;999;75903.01;436767.6;-0.59;RB0.82
99;999;75902.67;436767.24;-0.59;RB0.82
99;999;75902.32;436766.88;-0.52;RB0.82
99;999;75901.97;436766.52;-0.48;RB0.82
99;999;75901.62;436766.16;-0.5;RB0.82
99;999;75901.27;436765.81;-0.52;RB0.82
99;999;75900.92;436765.45;-0.52;RB0.82
99;999;75900.57;436765.09;-0.49;RB0.82
99;999;75900.22;436764.73;-0.43;RB0.82
99;999;75899.88;436764.37;-0.43;RB0.82
99;999;75899.53;436764.02;-0.34;RB0.82
99;999;75899.18;436763.66;-0.15;RB0.82
99;999;75898.83;436763.3;-0.15;RB0.82
99;999;75898.48;436762.94;-0.16;RB0.82
99;999;75898.13;436762.58;0.5;RB0.82
99;999;75897.78;436762.22;0.52;RB0.82
99;999;75897.43;436761.87;0.58;RB0.82
99;999;75897.09;436761.51;0.63;RB0.82
99;999;75896.74;436761.15;0.7;RB0.82
99;999;75896.39;436760.79;0.78;RB0.82
99;999;75896.04;436760.43;0.93;RB0.82
99;999;75895.69;436760.07;1.09;RB0.82
99;999;75895.34;436759.72;1.16;RB0.82
99;999;75894.99;436759.36;1.33;RB0.82
99;999;75894.64;436759;1.48;RB0.82
99;999;75894.3;436758.64;1.58;RB0.82
99;999;75893.95;436758.28;1.64;RB0.82
99;999;75893.6;436757.92;1.75;RB0.82
99;999;75893.25;436757.57;1.83;RB0.82
99;999;75892.9;436757.21;1.98;RB0.82
99;999;75892.55;436756.85;2.11;RB0.82
99;999;75892.2;436756.49;2.22;RB0.82
99;999;75891.85;436756.13;2.33;RB0.82
99;999;75891.51;436755.77;2.48;RB0.82
99;999;75891.16;436755.42;2.56;RB0.82
99;999;75890.81;436755.06;2.68;RB0.82
99;999;75890.46;436754.7;2.76;RB0.82
99;999;75890.11;436754.34;2.88;RB0.82
99;999;75889.76;436753.98;2.99;RB0.82
99;999;75889.41;436753.62;3.07;RB0.82
99;999;75889.06;436753.27;3.11;RB0.82
99;999;75888.72;436752.91;3.21;RB0.82
99;999;75888.37;436752.55;3.29;RB0.82
99;999;75888.02;436752.19;3.37;RB0.82
99;999;75887.67;436751.83;3.41;RB0.82
99;999;75887.32;436751.48;3.43;RB0.82
99;999;75886.97;436751.12;3.44;RB0.82
99;999;75886.62;436750.76;3.43;RB0.82
99;999;75886.27;436750.4;3.44;RB0.82
99;999;75885.93;436750.04;3.44;RB0.82
99;999;75885.58;436749.68;3.44;RB0.82
99;999;75885.23;436749.33;3.44;RB0.82
99;999;75884.88;436748.97;3.45;RB0.82
99;999;75884.53;436748.61;3.45;RB0.82
99;999;75884.18;436748.25;3.47;RB0.82
99;999;75883.83;436747.89;3.48;RB0.82
99;999;75883.48;436747.53;3.52;RB0.82
99;999;75883.14;436747.18;3.6;RB0.82
99;999;75882.79;436746.82;3.63;RB0.82
99;999;75882.44;436746.46;3.64;RB0.82
99;999;75882.09;436746.1;3.66;RB0.82
99;999;75881.74;436745.74;3.67;RB0.82
99;999;75881.39;436745.38;3.67;RB0.82
99;999;75881.04;436745.03;3.68;RB0.82
99;999;75880.69;436744.67;3.67;RB0.82
99;999;75880.35;436744.31;3.7;RB0.82
99;999;75880;436743.95;3.7;RB0.82
99;999;75879.65;436743.59;3.71;RB0.82
99;999;75879.3;436743.23;3.7;RB0.82
99;999;75878.95;436742.88;3.69;RB0.82
99;999;75878.6;436742.52;3.69;RB0.82
99;999;75878.25;436742.16;3.67;RB0.82
99;999;75877.9;436741.8;3.67;RB0.82
99;999;75877.56;436741.44;3.65;RB0.82
99;999;75877.21;436741.09;3.66;RB0.82
99;999;75876.86;436740.73;3.64;RB0.82
99;999;75876.51;436740.37;3.62;RB0.82
99;999;75876.16;436740.01;3.63;RB0.82
99;999;75875.81;436739.65;3.64;RB0.82
99;999;75875.46;436739.29;3.64;RB0.82
99;999;75875.11;436738.94;3.64;RB0.82
99;999;75874.77;436738.58;3.64;RB0.82
99;999;75874.42;436738.22;3.62;RB0.82
99;999;75874.07;436737.86;3.65;RB0.82
99;999;75873.72;436737.5;3.63;RB0.82
99;999;75873.37;436737.14;3.65;RB0.82
99;999;75873.02;436736.79;3.66;RB0.82
99;999;75872.67;436736.43;3.69;RB0.82
99;999;75872.32;436736.07;3.67;RB0.82
99;999;75871.98;436735.71;3.75;RB0.82
99;999;75871.63;436735.35;3.81;RB0.82
99;999;75871.28;436734.99;3.88;RB0.82
99;999;75870.93;436734.64;3.96;RB0.82
99;999;75870.58;436734.28;4.08;RB0.82
99;999;75870.23;436733.92;4.22;RB0.82
99;999;75869.88;436733.56;4.35;RB0.82
99;999;75869.53;436733.2;4.5;RB0.82
99;999;75869.19;436732.84;4.6;RB0.82
99;999;75868.84;436732.49;4.69;RB0.82
99;999;75868.49;436732.13;4.82;RB0.82
99;999;75868.14;436731.77;4.97;RB0.82
99;999;75867.79;436731.41;5.06;RB0.82
99;999;75867.44;436731.05;5.18;RB0.82
99;999;75867.09;436730.69;5.26;RB0.82
99;999;75866.74;436730.34;5.33;RB0.82
99;999;75866.4;436729.98;5.4;RB0.82
99;999;75866.05;436729.62;5.48;RB0.82
99;999;75865.7;436729.26;5.56;RB0.82
99;999;75865.35;436728.9;5.63;RB0.82
99;999;75865;436728.55;5.69;RB0.82
99;999;75864.65;436728.19;5.75;RB0.82
99;999;75864.3;436727.83;5.83;RB0.82
99;999;75863.95;436727.47;5.91;RB0.82
99;999;75863.61;436727.11;5.98;RB0.82
99;999;75863.26;436726.75;6.05;RB0.82
99;999;75862.91;436726.4;6.11;RB0.82
99;999;75862.56;436726.04;6.17;RB0.82
99;999;75862.21;436725.68;6.23;RB0.82
99;999;75861.86;436725.32;6.31;RB0.82
99;999;75861.51;436724.96;6.38;RB0.82
99;999;75861.16;436724.6;6.43;RB0.82
99;999;75860.81;436724.25;6.5;RB0.82
99;999;75860.47;436723.89;6.52;RB0.82
99;999;75860.12;436723.53;6.57;RB0.82
99;999;75859.77;436723.17;6.63;RB0.82
99;999;75859.42;436722.81;6.65;RB0.82
99;999;75859.07;436722.45;6.66;RB0.82
99;999;75858.72;436722.1;6.7;RB0.82
99;999;75858.37;436721.74;6.73;RB0.82
99;999;75858.02;436721.38;6.77;RB0.82
99;999;75857.68;436721.02;6.8;RB0.82
99;999;75857.33;436720.66;6.84;RB0.82
99;999;75856.98;436720.3;6.85;RB0.82
99;999;75856.63;436719.95;6.88;RB0.82
99;999;75856.28;436719.59;6.92;RB0.82
99;999;75855.93;436719.23;6.94;RB0.82
99;999;75855.58;436718.87;6.98;RB0.82
99;999;75855.23;436718.51;6.99;RB0.82
99;999;75854.89;436718.16;7;RB0.82
99;999;75854.54;436717.8;7.02;RB0.82
99;999;75854.19;436717.44;7.01;RB0.82
99;999;75853.84;436717.08;7;RB0.82
99;999;75853.49;436716.72;7;RB0.82
99;999;75853.14;436716.36;6.99;RB0.82
99;999;75852.79;436716.01;7;RB0.82
99;999;75852.44;436715.65;6.99;RB0.82
99;999;75852.1;436715.29;6.97;RB0.82
99;999;75851.75;436714.93;6.98;RB0.82
99;999;75851.4;436714.57;6.98;RB0.82
99;999;75851.05;436714.21;6.97;RB0.82
99;999;75850.7;436713.86;6.97;RB0.82
99;999;75850.35;436713.5;6.96;RB0.82
99;999;75850;436713.14;6.95;RB0.82
99;999;75849.65;436712.78;6.95;RB0.82
99;999;75849.31;436712.42;6.95;RB0.82
99;999;75848.96;436712.06;6.92;RB0.82
99;999;75848.61;436711.71;6.92;RB0.82
99;999;75848.26;436711.35;6.92;RB0.82
99;999;75847.91;436710.99;6.91;RB0.82
99;999;75847.56;436710.63;6.92;RB0.82
99;999;75847.21;436710.27;6.98;RB0.82
99;999;75846.86;436709.91;6.98;RB0.82
99;999;75846.52;436709.56;7;RB0.82
99;999;75846.17;436709.2;7;RB0.82
99;999;75845.82;436708.84;7.01;RB0.82
99;999;75845.47;436708.48;7.01;RB0.82
99;999;75845.12;436708.12;7.02;RB0.82
99;999;75844.77;436707.76;7.03;RB0.82
99;999;75844.42;436707.41;7.04;RB0.82
99;999;75844.07;436707.05;7.07;RB0.82
99;999;75843.73;436706.69;7.1;RB0.82
99;999;75843.38;436706.33;7.11;RB0.82
99;999;75843.03;436705.97;7.12;RB0.82
99;999;75842.68;436705.62;7.13;RB0.82
99;999;75842.33;436705.26;7.14;RB0.82
99;999;75841.98;436704.9;7.15;RB0.82
99;999;75841.63;436704.54;7.14;RB0.82
99;999;75841.28;436704.18;7.14;RB0.82
99;999;75840.94;436703.82;7.14;RB0.82
99;999;75840.59;436703.47;7.14;RB0.82
99;999;75840.24;436703.11;7.14;RB0.82
99;999;75839.89;436702.75;7.14;RB0.82
99;999;75839.54;436702.39;7.14;RB0.82
99;999;75839.19;436702.03;7.14;RB0.82
99;999;75838.84;436701.67;7.15;RB0.82
99;999;75838.49;436701.32;7.16;RB0.82
99;999;75838.15;436700.96;7.15;RB0.82
99;999;75837.8;436700.6;7.14;RB0.82
99;999;75837.45;436700.24;7.15;RB0.82
99;999;75837.1;436699.88;7.15;RB0.82
99;999;75836.75;436699.52;7.14;RB0.82
99;999;75836.4;436699.17;7.15;RB0.82
99;999;75836.05;436698.81;7.14;RB0.82
99;999;75835.7;436698.45;7.15;RB0.82
99;999;75835.36;436698.09;7.16;RB0.82
99;999;75835.01;436697.73;7.15;RB0.82
99;999;75834.66;436697.37;7.15;RB0.82
99;999;75834.31;436697.02;7.15;RB0.82
99;999;75833.96;436696.66;7.15;RB0.82
99;999;75833.61;436696.3;7.15;RB0.82
99;999;75833.26;436695.94;7.15;RB0.82
99;999;75832.91;436695.58;7.13;RB0.82
99;999;75832.57;436695.22;7.12;RB0.82
99;999;75832.22;436694.87;7.13;RB0.82
99;999;75831.87;436694.51;7.11;RB0.82
99;999;75831.52;436694.15;7.11;RB0.82
99;999;75831.17;436693.79;7.1;RB0.82
99;999;75830.82;436693.43;7.1;RB0.82
99;999;75830.47;436693.08;7.09;RB0.82
99;999;75830.12;436692.72;7.08;RB0.82
99;999;75829.78;436692.36;7.06;RB0.82
99;999;75829.43;436692;7.04;RB0.82
99;999;75829.08;436691.64;7.03;RB0.82
99;999;75828.73;436691.28;7.02;RB0.82
99;999;75828.38;436690.93;7.01;RB0.82
99;999;75828.03;436690.57;7.01;RB0.82
99;999;75827.68;436690.21;7.01;RB0.82
99;999;75827.33;436689.85;7.01;RB0.82
99;999;75826.99;436689.49;7;RB0.82
99;999;75826.64;436689.13;7;RB0.82
99;999;75826.29;436688.78;6.99;RB0.82
99;999;75825.94;436688.42;6.97;RB0.82
99;999;75825.59;436688.06;6.97;RB0.82
99;999;75825.24;436687.7;6.96;RB0.82
99;999;75824.89;436687.34;6.92;RB0.82
99;999;75824.54;436686.98;6.92;RB0.82
99;999;75824.2;436686.63;6.93;RB0.82
99;999;75823.85;436686.27;6.93;RB0.82
99;999;75823.5;436685.91;6.92;RB0.82
99;999;75823.15;436685.55;6.93;RB0.82
99;999;75822.8;436685.19;6.94;RB0.82
99;999;75822.45;436684.83;6.93;RB0.82
99;999;75822.1;436684.48;6.92;RB0.82
99;999;75821.75;436684.12;6.92;RB0.82
99;999;75821.41;436683.76;6.91;RB0.82
99;999;75821.06;436683.4;6.9;RB0.82
99;999;75820.71;436683.04;6.91;RB0.82
99;999;75820.36;436682.69;6.91;RB0.82
99;999;75820.01;436682.33;6.89;RB0.82
99;999;75819.66;436681.97;6.9;RB0.82
99;999;75819.31;436681.61;6.9;RB0.82
99;999;75818.96;436681.25;6.89;RB0.82
99;999;75818.61;436680.89;6.9;RB0.82
99;999;75818.27;436680.54;6.89;RB0.82
99;999;75817.92;436680.18;6.9;RB0.82
99;999;75817.57;436679.82;6.91;RB0.82
99;999;75817.22;436679.46;6.93;RB0.82
99;999;75816.87;436679.1;6.95;RB0.82
99;999;75816.52;436678.74;6.97;RB0.82
99;999;75816.17;436678.39;6.98;RB0.82
99;999;75815.82;436678.03;7;RB0.82
99;999;75815.48;436677.67;7;RB0.82
99;999;75815.13;436677.31;7.02;RB0.82
99;999;75814.78;436676.95;7.02;RB0.82
99;999;75814.43;436676.59;7.02;RB0.82
99;999;75814.08;436676.24;7.02;RB0.82
99;999;75813.73;436675.88;7.03;RB0.82
99;999;75813.38;436675.52;7.04;RB0.82
99;999;75813.03;436675.16;7.05;RB0.82
99;999;75812.69;436674.8;7.04;RB0.82
99;999;75812.34;436674.44;7.04;RB0.82
99;999;75811.99;436674.09;7.05;RB0.82
99;999;75811.64;436673.73;7.05;RB0.82
99;999;75811.29;436673.37;7.1;RB0.82
99;999;75810.94;436673.01;7.07;RB0.82
99;999;75810.59;436672.65;7.07;RB0.82
99;999;75810.24;436672.29;7.08;RB0.82
99;999;75809.9;436671.94;7.08;RB0.82
99;999;75809.55;436671.58;7.08;RB0.82
99;999;75809.2;436671.22;7.12;RB0.82
99;999;75808.85;436670.86;7.12;RB0.82
99;999;75808.5;436670.5;7.12;RB0.82
99;999;75808.15;436670.15;7.11;RB0.82
99;999;75807.8;436669.79;7.13;RB0.82
99;999;75807.45;436669.43;7.14;RB0.82
99;999;75807.11;436669.07;7.16;RB0.82
99;999;75806.76;436668.71;7.18;RB0.82
99;999;75806.41;436668.35;7.18;RB0.82
99;999;75806.06;436668;7.18;RB0.82
99;999;75805.71;436667.64;7.16;RB0.82
99;999;75805.36;436667.28;7.19;RB0.82
99;999;75805.01;436666.92;7.2;RB0.82
99;999;75804.66;436666.56;7.22;RB0.82
99;999;75804.32;436666.2;7.2;RB0.82
99;999;75803.97;436665.85;7.21;RB0.82
99;999;75803.62;436665.49;7.2;RB0.82
99;999;75803.27;436665.13;7.19;RB0.82
99;999;75802.92;436664.77;7.14;RB0.82
99;999;75802.57;436664.41;7.12;RB0.82
99;999;75802.22;436664.05;7.14;RB0.82
99;999;75801.87;436663.7;7.14;RB0.82
99;999;75801.53;436663.34;7.18;RB0.82
99;999;75801.18;436662.98;7.21;RB0.82
99;999;75800.83;436662.62;7.24;RB0.82
99;999;75800.48;436662.26;7.26;RB0.82
99;999;75800.13;436661.9;7.28;RB0.82
99;999;75799.78;436661.55;7.28;RB0.82
99;999;75799.43;436661.19;7.26;RB0.82
99;999;75799.08;436660.83;7.22;RB0.82
99;999;75798.74;436660.47;7.22;RB0.82
99;999;75798.39;436660.11;7.24;RB0.82
99;999;75798.04;436659.75;7.26;RB0.82
99;999;75797.69;436659.4;7.29;RB0.82
99;999;75797.34;436659.04;7.3;RB0.82
99;999;75796.99;436658.68;7.29;RB0.82
99;999;75796.64;436658.32;7.29;RB0.82
99;999;75796.29;436657.96;7.29;RB0.82
99;999;75795.95;436657.61;7.29;RB0.82
99;999;75795.6;436657.25;7.32;RB0.82
99;999;75795.25;436656.89;7.32;RB0.82
99;999;75794.9;436656.53;7.32;RB0.82
99;999;75794.55;436656.17;7.33;RB0.82
99;999;75794.2;436655.81;7.35;RB0.82
99;999;75793.85;436655.46;7.33;RB0.82
99;999;75793.5;436655.1;7.35;RB0.82
99;999;75793.16;436654.74;7.38;RB0.82
99;999;75792.81;436654.38;7.37;RB0.82
99;999;75792.46;436654.02;7.39;RB0.82
99;999;75792.11;436653.66;7.39;RB0.82
99;999;75791.76;436653.31;7.41;RB0.82
99;999;75791.41;436652.95;7.39;RB0.82
99;999;75791.06;436652.59;7.4;RB0.82
99;999;75790.71;436652.23;7.43;RB0.82
99;999;75790.37;436651.87;7.4;RB0.82
99;999;75790.02;436651.51;7.43;RB0.82
99;999;75789.67;436651.16;7.44;RB0.82
99;999;75789.32;436650.8;7.44;RB0.82
99;999;75788.97;436650.44;7.42;RB0.82
99;999;75788.62;436650.08;7.42;RB0.82
99;999;75788.27;436649.72;7.45;RB0.82
99;999;75787.92;436649.36;7.46;RB0.82
99;999;75787.58;436649.01;7.48;RB0.82
99;999;75787.23;436648.65;7.5;RB0.82
99;999;75786.88;436648.29;7.52;RB0.82
99;999;75786.53;436647.93;7.48;RB0.82
99;999;75786.18;436647.57;7.48;RB0.82
99;999;75785.83;436647.22;7.5;RB0.82
99;999;75785.48;436646.86;7.5;RB0.82
99;999;75785.13;436646.5;7.5;RB0.82
99;999;75784.79;436646.14;7.52;RB0.82
99;999;75784.44;436645.78;7.55;RB0.82
99;999;75784.09;436645.42;7.56;RB0.82
99;999;75783.74;436645.07;7.57;RB0.82
99;999;75783.39;436644.71;7.58;RB0.82
99;999;75783.04;436644.35;7.58;RB0.82
99;999;75782.69;436643.99;7.58;RB0.82
99;999;75782.34;436643.63;7.62;RB0.82
99;999;75782;436643.27;7.8;RB0.82
99;999;75781.65;436642.92;7.95;RB0.82
99;999;75781.3;436642.56;7.98;RB0.82
99;999;75780.95;436642.2;8.01;RB0.82
99;999;75780.6;436641.84;7.99;RB0.82
99;999;75780.25;436641.48;7.98;RB0.82
99;999;75779.9;436641.12;7.96;RB0.82
99;999;75779.55;436640.77;7.94;RB0.82
99;999;75779.2;436640.41;7.8;RB0.82
99;999;75778.86;436640.05;7.63;RB0.82
99;999;75778.51;436639.69;7.59;RB0.82
99;999;75778.16;436639.33;7.58;RB0.82
99;999;75777.81;436638.97;7.57;RB0.82
99;999;75777.46;436638.62;7.57;RB0.82
99;999;75777.11;436638.26;7.57;RB0.82
99;999;75776.76;436637.9;7.53;RB0.82
99;999;75776.41;436637.54;7.53;RB0.82
99;999;75776.07;436637.18;7.53;RB0.82
99;999;75775.72;436636.82;7.54;RB0.82
99;999;75775.37;436636.47;7.5;RB0.82
99;999;75775.02;436636.11;7.48;RB0.82
99;999;75774.67;436635.75;7.48;RB0.82
99;999;75774.32;436635.39;7.48;RB0.82
99;999;75773.97;436635.03;7.49;RB0.82
99;999;75773.62;436634.68;7.5;RB0.82
99;999;75773.28;436634.32;7.53;RB0.82
99;999;75772.93;436633.96;7.57;RB0.82
99;999;75772.58;436633.6;7.58;RB0.82
99;999;75772.23;436633.24;7.54;RB0.82
99;999;75771.88;436632.88;7.54;RB0.82
99;999;75771.53;436632.53;7.53;RB0.82
99;999;75771.18;436632.17;7.52;RB0.82
99;999;75770.83;436631.81;7.6;RB0.82
99;999;75770.49;436631.45;7.43;RB0.82
99;999;75770.14;436631.09;7.34;RB0.82
99;999;75769.79;436630.73;7.3;RB0.82
99;999;75769.44;436630.38;7.28;RB0.82
99;999;75769.09;436630.02;7.23;RB0.82
99;999;75768.74;436629.66;7.19;RB0.82
99;999;75768.39;436629.3;7.1;RB0.82
99;999;75768.04;436628.94;7.05;RB0.82
99;999;75767.7;436628.58;7;RB0.82
99;999;75767.35;436628.23;6.94;RB0.82
99;999;75767;436627.87;6.92;RB0.82
99;999;75766.65;436627.51;6.9;RB0.82
99;999;75766.3;436627.15;6.87;RB0.82
99;999;75765.95;436626.79;6.87;RB0.82
99;999;75765.6;436626.43;6.86;RB0.82
99;999;75765.25;436626.08;6.86;RB0.82
99;999;75764.91;436625.72;6.87;RB0.82
99;999;75764.56;436625.36;6.86;RB0.82
99;999;75764.21;436625;6.8;RB0.82
99;999;75763.86;436624.64;6.77;RB0.82
99;999;75763.51;436624.29;6.61;RB0.82
99;999;75763.16;436623.93;6.51;RB0.82
99;999;75762.81;436623.57;6.46;RB0.82
99;999;75762.46;436623.21;6.37;RB0.82
99;999;75762.12;436622.85;6.29;RB0.82
99;999;75761.77;436622.49;6.2;RB0.82
99;999;75761.42;436622.14;6.08;RB0.82
99;999;75761.07;436621.78;5.96;RB0.82
99;999;75760.72;436621.42;5.93;RB0.82
99;999;75760.37;436621.06;5.8;RB0.82
99;999;75760.02;436620.7;5.71;RB0.82
99;999;75759.67;436620.34;5.61;RB0.82
99;999;75759.33;436619.99;5.49;RB0.82
99;999;75758.98;436619.63;5.39;RB0.82
99;999;75758.63;436619.27;5.29;RB0.82
99;999;75758.28;436618.91;5.2;RB0.82
99;999;75757.93;436618.55;5.12;RB0.82
99;999;75757.58;436618.19;5.05;RB0.82
99;999;75757.23;436617.84;4.92;RB0.82
99;999;75756.88;436617.48;4.77;RB0.82
99;999;75756.54;436617.12;4.69;RB0.82
99;999;75756.19;436616.76;4.73;RB0.82
99;999;75755.84;436616.4;4.69;RB0.82
99;999;75755.49;436616.04;4.6;RB0.82
99;999;75755.14;436615.69;4.43;RB0.82
99;999;75754.79;436615.33;4.27;RB0.82
99;999;75754.44;436614.97;4.05;RB0.82
99;999;75754.09;436614.61;3.92;RB0.82
99;999;75753.75;436614.25;3.8;RB0.82
99;999;75753.4;436613.89;3.74;RB0.82
99;999;75753.05;436613.54;3.62;RB0.82
99;999;75752.7;436613.18;3.49;RB0.82
99;999;75752.35;436612.82;3.36;RB0.82
99;999;75752;436612.46;3.3;RB0.82
99;999;75751.65;436612.1;3.29;RB0.82
99;999;75751.3;436611.75;3.29;RB0.82
99;999;75750.96;436611.39;3.19;RB0.82
5;999;75750.64;436611.06;3.09;RB0.82
4;999;75749.47;436609.86;1.94;RB0.82
3;999;75749.4;436609.79;1.94;RB0.82
2;999;75748.17;436608.52;2.63;RB0.82
2;999;75748.23;436608.59;2.6;RB0.82
99;999;75747.82;436608.16;2.7;RB0.82
99;999;75747.47;436607.8;2.61;RB0.82
